"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241022,2024-10-22,13874U,CME ,00,138 ,  146104,   12392,    1364,       0,   24228,       0,     237,   43560,   36480,    2476,    2292,    3304,       0,   85185,   43861,   60919,  102243,    3309,    5140,      83,       0,    -177,   -2525,   -1139,   -2744,   -1864,    -512,    1037,     426,      -5,    1600,   -5536,    1709,    8845,  100.0,    8.5,    0.9,    0.0,   16.6,    0.0,    0.2,   29.8,   25.0,    1.7,    1.6,    2.3,    0.0,   58.3,   30.0,   41.7,   70.0,     33,.,.,      0,     11,      0,.,     10,      8,      7,.,.,      0,     27,     15,    32.5,    21.5,    42.7,    27.6,    31.8,    21.2,    41.7,    27.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241015,2024-10-15,13874U,CME ,00,138 ,  142795,    7252,    1281,       0,   24405,    2525,    1376,   46304,   38344,    2988,    1255,    2878,       5,   83585,   49397,   59210,   93398,   28923,    -861,    1281,       0,   -2036,    2137,     649,   20162,   12697,    1128,    1255,     868,       5,   20302,   18765,    8621,   10158,  100.0,    5.1,    0.9,    0.0,   17.1,    1.8,    1.0,   32.4,   26.9,    2.1,    0.9,    2.0,    0.0,   58.5,   34.6,   41.5,   65.4,     33,.,.,      0,     10,.,.,     11,      7,      8,.,.,.,     27,     18,    30.1,    22.9,    40.0,    31.7,    28.7,    22.6,    38.4,    30.5,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241008,2024-10-08,13874U,CME ,00,138 ,  113872,    8113,       0,       0,   26441,     388,     727,   26142,   25647,    1860,       0,    2010,       0,   63283,   30632,   50589,   83240,    8138,    2774,       0,       0,    1352,      -1,     -16,    5910,    4138,     395,       0,     371,       0,   10415,    4887,   -2277,    3251,  100.0,    7.1,    0.0,    0.0,   23.2,    0.3,    0.6,   23.0,   22.5,    1.6,    0.0,    1.8,    0.0,   55.6,   26.9,   44.4,   73.1,     34,.,      0,      0,     13,.,.,     11,      6,      7,      0,.,      0,     30,     14,    24.5,    20.4,    35.0,    26.5,    23.5,    19.9,    33.9,    24.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241001,2024-10-01,13874U,CME ,00,138 ,  105734,    5339,       0,       0,   25089,     389,     743,   20232,   21509,    1465,       0,    1639,       0,   52868,   25745,   52866,   79989,    9741,    3259,       0,       0,    -947,      70,    -189,    6000,    -143,    1325,   -1321,      38,       0,    8127,    1101,    1614,    8640,  100.0,    5.0,    0.0,    0.0,   23.7,    0.4,    0.7,   19.1,   20.3,    1.4,    0.0,    1.6,    0.0,   50.0,   24.3,   50.0,   75.7,     30,.,      0,      0,     11,.,.,      8,      8,      9,      0,.,      0,     26,     16,    24.4,    17.6,    35.1,    23.0,    24.4,    17.3,    35.0,    22.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240924,2024-09-24,13874U,CME ,00,138 ,   95993,    2080,       0,       0,   26036,     319,     932,   14232,   21652,     140,    1321,    1601,       0,   44741,   24644,   51252,   71349,  -78738,   -2064,       0,       0,   -1278,     -88,      -2,  -22077,  -36351,  -13028,     342,  -27835,   -2271,  -40378,  -79575,  -38360,     837,  100.0,    2.2,    0.0,    0.0,   27.1,    0.3,    1.0,   14.8,   22.6,    0.1,    1.4,    1.7,    0.0,   46.6,   25.7,   53.4,   74.3,     30,.,      0,      0,     13,.,      5,      6,      7,      4,.,.,      0,     25,     14,    19.2,    20.8,    29.3,    25.4,    19.1,    20.7,    29.2,    24.5,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240917,2024-09-17,13874U,CME ,00,138 ,  174731,    4144,       0,       0,   27314,     407,     934,   36309,   58003,   13168,     979,   29436,    2271,   85119,  104219,   89612,   70512,   42495,     441,       0,    -233,     760,     -11,     128,    3277,   -1684,    9853,     979,    1054,    2165,   17370,   11272,   25125,   31223,  100.0,    2.4,    0.0,    0.0,   15.6,    0.2,    0.5,   20.8,   33.2,    7.5,    0.6,   16.8,    1.3,   48.7,   59.6,   51.3,   40.4,     40,.,      0,      0,     13,.,      4,     13,      8,     11,.,.,.,     36,     22,    17.6,    42.6,    26.8,    52.2,    16.4,    42.5,    24.7,    49.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240910,2024-09-10,13874U,CME ,00,138 ,  132236,    3703,       0,     233,   26554,     418,     806,   33032,   59687,    3315,       0,   28382,     106,   67749,   92947,   64487,   39289,   -9205,    -839,       0,     233,    4172,     -20,      12,    1680,   -7788,     -19,       0,    1055,       0,    5239,   -6527,  -14444,   -2678,  100.0,    2.8,    0.0,    0.2,   20.1,    0.3,    0.6,   25.0,   45.1,    2.5,    0.0,   21.5,    0.1,   51.2,   70.3,   48.8,   29.7,     34,.,      0,.,     12,.,      4,     10,      8,     11,      0,.,.,     31,     20,    20.2,    57.7,    30.3,    67.6,    19.9,    57.5,    29.8,    66.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240903,2024-09-03,13874U,CME ,00,138 ,  141441,    4542,       0,       0,   22382,     438,     794,   31352,   67475,    3334,       0,   27327,     106,   62510,   99474,   78931,   41967,   -6691,    2897,   -1659,       0,   -2895,      97,    -103,    2468,   -5347,    -325,       0,     903,       0,    2042,   -6434,   -8733,    -257,  100.0,    3.2,    0.0,    0.0,   15.8,    0.3,    0.6,   22.2,   47.7,    2.4,    0.0,   19.3,    0.1,   44.2,   70.3,   55.8,   29.7,     33,.,      0,      0,     11,.,      4,     11,      7,      8,      0,.,.,     29,     17,    18.1,    54.2,    28.5,    67.1,    17.5,    54.1,    27.9,    66.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240827,2024-08-27,13874U,CME ,00,138 ,  148132,    1645,    1659,       0,   25277,     341,     897,   28884,   72822,    3659,       0,   26424,     106,   60468,  105908,   87664,   42224,   -3095,     236,   -7840,       0,   -1460,     -43,      88,    -995,    5579,   -1530,    -897,    2120,    -202,   -4760,   -1828,    1665,   -1267,  100.0,    1.1,    1.1,    0.0,   17.1,    0.2,    0.6,   19.5,   49.2,    2.5,    0.0,   17.8,    0.1,   40.8,   71.5,   59.2,   28.5,     33,.,.,      0,     11,.,      4,     11,      6,      8,      0,.,.,     29,     17,    17.3,    57.9,    25.4,    68.6,    16.7,    57.2,    24.8,    67.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240820,2024-08-20,13874U,CME ,00,138 ,  151227,    1409,    9499,       0,   26737,     384,     809,   29879,   67243,    5189,     897,   24304,     308,   65228,  107736,   85999,   43491,   20689,     256,    4507,       0,    1230,     264,    -252,    3900,   15152,    -800,   -1230,     888,       0,    3104,   19759,   17585,     930,  100.0,    0.9,    6.3,    0.0,   17.7,    0.3,    0.5,   19.8,   44.5,    3.4,    0.6,   16.1,    0.2,   43.1,   71.2,   56.9,   28.8,     36,.,.,      0,     11,.,      4,     12,      6,     12,.,.,.,     32,     22,    14.8,    54.1,    24.0,    68.0,    14.4,    52.4,    23.4,    65.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240813,2024-08-13,13874U,CME ,00,138 ,  130538,    1153,    4992,       0,   25507,     120,    1061,   25979,   52091,    5989,    2127,   23416,     308,   62124,   87977,   68414,   42561,   14943,    1153,    3680,       0,    -761,    -110,      85,   12203,   -1583,    1679,   -2507,     624,     202,   12054,    4577,    2889,   10366,  100.0,    0.9,    3.8,    0.0,   19.5,    0.1,    0.8,   19.9,   39.9,    4.6,    1.6,   17.9,    0.2,   47.6,   67.4,   52.4,   32.6,     33,.,.,      0,     11,.,      4,      8,      6,      9,.,.,.,     29,     19,    18.9,    51.7,    28.6,    64.0,    18.5,    48.9,    27.5,    60.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240806,2024-08-06,13874U,CME ,00,138 ,  115595,       0,    1312,       0,   26268,     230,     976,   13776,   53674,    4310,    4634,   22792,     106,   50070,   83400,   65525,   32195,   -5308,   -1629,   -3562,       0,    2354,       9,    -274,   -5487,    4474,    1471,   -3481,    1426,       8,   -7038,    3552,    1730,   -8860,  100.0,    0.0,    1.1,    0.0,   22.7,    0.2,    0.8,   11.9,   46.4,    3.7,    4.0,   19.7,    0.1,   43.3,   72.1,   56.7,   27.9,     32,      0,.,      0,     11,.,      4,      7,      8,      9,.,.,.,     27,     19,    16.4,    53.1,    25.6,    68.1,    16.4,    51.2,    25.1,    65.2,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240730,2024-07-30,13874U,CME ,00,138 ,  120903,    1629,    4874,       0,   23914,     221,    1250,   19263,   49200,    2839,    8115,   21366,      98,   57108,   79848,   63795,   41055,    9559,    -296,   -5682,       0,   -1834,    -342,    -117,    5362,   22494,    2076,    1690,    5013,     -63,    6818,   23379,    2741,  -13820,  100.0,    1.3,    4.0,    0.0,   19.8,    0.2,    1.0,   15.9,   40.7,    2.3,    6.7,   17.7,    0.1,   47.2,   66.0,   52.8,   34.0,     35,.,.,      0,     11,.,      5,      7,      9,      7,.,.,.,     29,     19,    21.5,    44.1,    29.8,    59.2,    21.4,    42.9,    29.7,    58.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240723,2024-07-23,13874U,CME ,00,138 ,  111344,    1925,   10556,       0,   25748,     563,    1367,   13901,   26706,     763,    6425,   16353,     161,   50290,   56469,   61054,   54875,  -11141,     231,   -5281,       0,    1394,     563,    1002,  -10033,   -7472,    -115,    1032,    2381,     149,   -6340,   -8773,   -4801,   -2368,  100.0,    1.7,    9.5,    0.0,   23.1,    0.5,    1.2,   12.5,   24.0,    0.7,    5.8,   14.7,    0.1,   45.2,   50.7,   54.8,   49.3,     30,.,.,      0,     11,.,      4,      7,      6,      4,.,.,.,     26,     13,    15.9,    37.8,    25.8,    50.5,    15.9,    37.3,    25.7,    48.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240716,2024-07-16,13874U,CME ,00,138 ,  122485,    1694,   15837,       0,   24354,       0,     365,   23934,   34178,     878,    5393,   13972,      12,   56630,   65242,   65855,   57243,   10128,   -1009,    7258,       0,    1445,    -240,   -1041,   -6066,    3127,     130,    5393,    3021,      12,   -1136,   12267,   11264,   -2139,  100.0,    1.4,   12.9,    0.0,   19.9,    0.0,    0.3,   19.5,   27.9,    0.7,    4.4,   11.4,    0.0,   46.2,   53.3,   53.8,   46.7,     34,.,.,      0,     12,      0,.,      8,      8,      4,.,.,.,     28,     14,    19.0,    39.9,    27.4,    51.3,    19.0,    39.4,    27.4,    50.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240709,2024-07-09,13874U,CME ,00,138 ,  112357,    2703,    8579,       0,   22909,     240,    1406,   30000,   31051,     748,       0,   10951,       0,   57766,   52975,   54591,   59382,    5899,    2703,    4592,       0,   -1313,       0,      12,    9702,    1702,      51,   -1317,    2416,     -55,    9783,    8718,   -3884,   -2819,  100.0,    2.4,    7.6,    0.0,   20.4,    0.2,    1.3,   26.7,   27.6,    0.7,    0.0,    9.7,    0.0,   51.4,   47.1,   48.6,   52.9,     30,.,.,      0,     11,.,.,      7,      6,.,      0,.,      0,     24,     12,    24.6,    36.3,    33.8,    46.5,    24.6,    35.9,    33.7,    44.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240702,2024-07-02,13874U,CME ,00,138 ,  106458,       0,    3987,       0,   24222,     240,    1394,   20298,   29349,     697,    1317,    8535,      55,   47983,   44257,   58475,   62201,     542,   -1027,    1636,       0,   -3088,     240,    1059,      45,   -4057,    -877,    1317,    2814,       1,   -2570,     816,    3112,    -274,  100.0,    0.0,    3.7,    0.0,   22.8,    0.2,    1.3,   19.1,   27.6,    0.7,    1.2,    8.0,    0.1,   45.1,   41.6,   54.9,   58.4,     30,      0,.,      0,     12,.,.,      6,      7,      6,.,.,.,     24,     16,    21.0,    29.2,    28.9,    39.1,    21.0,    28.5,    28.7,    38.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240625,2024-06-25,13874U,CME ,00,138 ,  105916,    1027,    2351,       0,   27310,       0,     335,   20253,   33406,    1574,       0,    5721,      54,   50553,   43441,   55363,   62475, -207221,   -1650,   -7114,       0,     293,       0,       0, -184235,  -38441,  -17603,   -1268,  -13037,   -1801, -206264,  -77996,    -957, -129225,  100.0,    1.0,    2.2,    0.0,   25.8,    0.0,    0.3,   19.1,   31.5,    1.5,    0.0,    5.4,    0.1,   47.7,   41.0,   52.3,   59.0,     31,.,.,      0,     13,      0,.,      6,      8,      8,      0,.,.,     25,     18,    26.1,    26.6,    33.0,    37.9,    26.1,    26.1,    32.9,    36.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240618,2024-06-18,13874U,CME ,00,138 ,  313137,    2677,    9465,       0,   27017,       0,     335,  204488,   71847,   19177,    1268,   18758,    1855,  256817,  121437,   56320,  191700,    8556,     768,    7444,       0,    -384,       0,      29,   -5342,   -2676,   15702,   -2162,  -21081,    1853,   10464,    1271,   -1908,    7285,  100.0,    0.9,    3.0,    0.0,    8.6,    0.0,    0.1,   65.3,   22.9,    6.1,    0.4,    6.0,    0.6,   82.0,   38.8,   18.0,   61.2,     37,.,.,      0,     13,      0,.,     12,      6,      8,.,.,.,     33,     17,    63.5,    27.2,    70.2,    35.9,    62.3,    27.0,    66.3,    31.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240611,2024-06-11,13874U,CME ,00,138 ,  304581,    1909,    2021,       0,   27401,       0,     306,  209830,   74523,    3475,    3430,   39839,       2,  246353,  120166,   58228,  184415,   10342,   -6350,    2021,       0,   -2855,       0,      17,   25265,   -2755,    -518,     233,    3179,       2,   15794,    1946,   -5452,    8396,  100.0,    0.6,    0.7,    0.0,    9.0,    0.0,    0.1,   68.9,   24.5,    1.1,    1.1,   13.1,    0.0,   80.9,   39.5,   19.1,   60.5,     36,.,.,      0,     13,      0,.,     13,      5,      9,.,.,.,     32,     17,    64.6,    34.8,    69.8,    39.2,    64.1,    34.7,    69.3,    38.2,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240604,2024-06-04,13874U,CME ,00,138 ,  294239,    8259,       0,       0,   30256,       0,     289,  184565,   77278,    3993,    3197,   36660,       0,  230559,  118220,   63680,  176019,   16270,   -2997,       0,       0,    1077,    -565,   -1713,   19898,    3601,    -445,     438,    2362,       0,   16258,    3240,      12,   13030,  100.0,    2.8,    0.0,    0.0,   10.3,    0.0,    0.1,   62.7,   26.3,    1.4,    1.1,   12.5,    0.0,   78.4,   40.2,   21.6,   59.8,     33,.,      0,      0,     14,      0,.,     10,      6,      5,.,.,      0,     28,     13,    62.3,    34.0,    68.0,    40.1,    61.2,    34.0,    66.8,    38.7,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240528,2024-05-28,13874U,CME ,00,138 ,  277969,   11256,       0,       0,   29179,     565,    2002,  164667,   73677,    4438,    2759,   34298,       0,  214301,  114980,   63668,  162989,    -594,    2826,   -4193,       0,    -926,       0,       4,   -6014,      87,     780,     545,    2111,       0,   -2785,   -1211,    2191,     617,  100.0,    4.0,    0.0,    0.0,   10.5,    0.2,    0.7,   59.2,   26.5,    1.6,    1.0,   12.3,    0.0,   77.1,   41.4,   22.9,   58.6,     35,.,      0,      0,     13,.,      4,     11,      5,      5,.,.,      0,     31,     13,    58.2,    34.3,    64.1,    41.2,    57.0,    34.3,    62.8,    39.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240521,2024-05-21,13874U,CME ,00,138 ,  278563,    8430,    4193,       0,   30105,     565,    1998,  170681,   73590,    3658,    2214,   32187,       0,  217086,  116191,   61477,  162372,   13806,   -5415,    4193,       0,    4072,       0,      68,   15666,    6840,     -94,   -1515,    2805,       0,   12782,   13812,    1024,      -6,  100.0,    3.0,    1.5,    0.0,   10.8,    0.2,    0.7,   61.3,   26.4,    1.3,    0.8,   11.6,    0.0,   77.9,   41.7,   22.1,   58.3,     35,.,.,      0,     13,.,      4,     12,      5,      7,.,.,      0,     30,     16,    56.5,    34.3,    64.8,    40.8,    55.4,    34.3,    63.6,    39.7,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240514,2024-05-14,13874U,CME ,00,138 ,  264757,   13845,       0,       0,   26033,     565,    1930,  155015,   66750,    3752,    3729,   29382,       0,  204304,  102379,   60453,  162378,    4745,   -5753,       0,       0,     680,       3,     -98,    9307,    2337,   -1284,    2519,    3492,       0,    5371,    4450,    -626,     295,  100.0,    5.2,    0.0,    0.0,    9.8,    0.2,    0.7,   58.5,   25.2,    1.4,    1.4,   11.1,    0.0,   77.2,   38.7,   22.8,   61.3,     33,      4,      0,      0,     10,.,      4,     11,      4,      4,.,.,      0,     29,     12,    56.0,    33.5,    63.6,    38.6,    54.7,    33.5,    62.2,    36.5,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240507,2024-05-07,13874U,CME ,00,138 ,  260012,   19598,       0,       0,   25353,     562,    2028,  145708,   64413,    5036,    1210,   25890,       0,  198933,   97929,   61079,  162083,    4056,   -5654,       0,       0,    -534,      27,     121,   17990,    5050,   -1931,    1210,    3727,       0,   11202,    6994,   -7146,   -2938,  100.0,    7.5,    0.0,    0.0,    9.8,    0.2,    0.8,   56.0,   24.8,    1.9,    0.5,   10.0,    0.0,   76.5,   37.7,   23.5,   62.3,     32,.,      0,      0,     11,.,      4,     10,      5,      5,.,.,      0,     28,     13,    55.7,    31.7,    64.4,    37.5,    54.1,    31.7,    62.7,    34.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240430,2024-04-30,13874U,CME ,00,138 ,  255956,   25252,       0,       0,   25887,     535,    1907,  127718,   59363,    6967,       0,   22163,       0,  187731,   90935,   68225,  165021,    8563,    2278,       0,       0,     255,    -618,    1602,    -279,    7844,     584,   -1469,    3622,       0,    2971,   13034,    5592,   -4471,  100.0,    9.9,    0.0,    0.0,   10.1,    0.2,    0.7,   49.9,   23.2,    2.7,    0.0,    8.7,    0.0,   73.3,   35.5,   26.7,   64.5,     32,      4,      0,      0,     11,.,      4,      9,      6,      6,      0,.,      0,     28,     14,    54.3,    27.9,    61.6,    34.8,    51.9,    27.8,    59.2,    32.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240423,2024-04-23,13874U,CME ,00,138 ,  247393,   22974,       0,       0,   25632,    1153,     305,  127997,   51519,    6383,    1469,   18541,       0,  184760,   77901,   62633,  169492,    9095,    1604,       0,       0,    2094,    -700,   -1670,   11418,   -1522,    2125,      62,    4233,       0,   15633,    2466,   -6538,    6629,  100.0,    9.3,    0.0,    0.0,   10.4,    0.5,    0.1,   51.7,   20.8,    2.6,    0.6,    7.5,    0.0,   74.7,   31.5,   25.3,   68.5,     33,      4,      0,      0,     12,.,      5,      9,      5,      4,.,.,      0,     29,     13,    55.9,    25.9,    63.1,    31.3,    53.4,    25.9,    60.7,    28.8,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240416,2024-04-16,13874U,CME ,00,138 ,  238298,   21370,       0,       0,   23538,    1853,    1975,  116579,   53041,    4258,    1407,   14308,       0,  169127,   75435,   69171,  162863,     743,    2897,       0,       0,     493,    1853,    1000,  -18059,   -2531,     491,      83,    3140,       0,  -13095,    3953,   13838,   -3210,  100.0,    9.0,    0.0,    0.0,    9.9,    0.8,    0.8,   48.9,   22.3,    1.8,    0.6,    6.0,    0.0,   71.0,   31.7,   29.0,   68.3,     29,.,      0,      0,     11,.,      4,      7,      5,      6,.,.,      0,     24,     15,    55.4,    24.7,    63.0,    30.9,    53.7,    24.6,    61.3,    29.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",240409,2024-04-09,13874U,CME ,00,138 ,  237555,   18473,       0,       0,   23045,       0,     975,  134638,   55572,    3767,    1324,   11168,       0,  182222,   71482,   55333,  166073,   26964,    4674,       0,       0,    1012,     -39,   -1190,   30794,    3129,   -2138,    1324,     862,       0,   34476,     624,   -7512,   26340,  100.0,    7.8,    0.0,    0.0,    9.7,    0.0,    0.4,   56.7,   23.4,    1.6,    0.6,    4.7,    0.0,   76.7,   30.1,   23.3,   69.9,     30,.,      0,      0,     11,      0,      4,      9,      6,      5,.,.,      0,     23,     16,    60.8,    24.3,    67.5,    29.4,    59.4,    24.3,    65.9,    28.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
